name,description,price,stock_quantity,image_url,weight,length,width,height,origin_zip,category_id
SAPATO SOCIAL CLASSE A 1200,"Sapato social masculino feito à mão em couro bovino.
\n
\nCroco preto e verniz preto.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-1200.jpg.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 1202,"Sapato social masculino feito à mão em couro bovino.
\n
\nCromo preto.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-1202.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 1223,"Sapato social masculino feito à mão em couro bovino.
\n
\nCroco vermelho.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-1223.jpg.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 1225,"Sapato social masculino feito à mão em couro bovino.
\n
\nEscovado marrom.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-1225.jpg.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 1226,"Sapato social masculino feito à mão em couro bovino.
\n
\nCromo preto.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-1226.jpg.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 1229,"Sapato social masculino feito à mão em couro bovino.
\n
\nVerniz preto e detalhe branco.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-1229.jpg.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 1230,"Sapato social masculino feito à mão em couro bovino.
\n
\nVerniz preto e detalhe branco e preto.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-1230.jpg.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 1231,"Sapato social masculino feito à mão em couro bovino.
\n
\nVerniz preto e detalhe bege.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-1231.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 1232,"Sapato social masculino feito à mão em couro bovino.
\n
\nVerniz preto e detalhe roxo.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-1232.jpg.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 1233,"Sapato social masculino feito à mão em couro bovino.
\n
\nVerniz preto e detalhe amarelo.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-1233.jpg.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 1236,"Sapato social masculino feito à mão em couro bovino.
\n
\nVerniz preto e detalhe azul escuro.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-1236.jpg.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 1237,"Sapato social masculino feito à mão em couro bovino.
\n
\nVerniz preto e detalhe areia.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-1237.jpg.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 1238,"Sapato social masculino feito à mão em couro bovino.
\n
\nVerniz preto e detalhe vermelho.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-1238.jpg.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 1239,"Sapato social masculino feito à mão em couro bovino.
\n
\nVerniz preto e detalhe branco.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-1239.jpg.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
